COMMAND  PID    USER   FD   TYPE             DEVICE    SIZE/OFF    NODE NAME
java    8870 jenkins  mem    REG              252,0       19971  422989 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven33-interceptor-1.8.1.jar
java    8870 jenkins  mem    REG              252,0      263965  423012 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/commons-codec-1.9.jar
java    8870 jenkins  mem    REG              252,0       11606  423016 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/wagon-file-2.12.jar
java    8870 jenkins  mem    REG              252,0        9231  422964 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven-agent-1.8.1.jar
java    8870 jenkins  mem    REG              252,0       49793  423044 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/plexus-classworlds-2.5.1.jar
java    8870 jenkins  mem    REG              252,0        4325  423045 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/jsch.agentproxy.sshagent-0.0.9.jar
java    8870 jenkins  mem    REG              252,0        5325  422999 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/jsch.agentproxy.usocket-nc-0.0.9.jar
java    8870 jenkins  mem    REG              252,0       25281  423036 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/lib-jenkins-maven-embedder-3.12.jar
java    8870 jenkins  mem    REG              252,0      379175  423002 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/org.eclipse.sisu.inject-0.3.3.jar
java    8870 jenkins  mem    REG              252,0       22299  423027 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven-interceptor-1.8.1.jar
java    8870 jenkins  mem    REG              252,0      305001  422967 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/commons-httpclient-3.1.jar
java    8870 jenkins  mem    REG              252,0      159442  423005 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven-model-builder-3.1.0.jar
java    8870 jenkins  mem    REG              252,0       60050  393798 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven-aether-provider-3.1.0.jar
java    8870 jenkins  mem    REG              252,0       19051  423023 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven31-interceptor-1.8.1.jar
java    8870 jenkins  mem    REG              252,0        4587  422978 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven2.1-interceptor-1.2.jar
java    8870 jenkins  mem    REG              252,0      326594  422981 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/httpcore-4.4.3.jar
java    8870 jenkins  mem    REG              252,0       44908  423047 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/cdi-api-1.0.jar
java    8870 jenkins  mem    REG              252,0     2000557  423000 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/ant-1.9.2.jar
java    8870 jenkins  mem    REG              252,0      208700  422980 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/commons-io-2.5.jar
java    8870 jenkins  mem    REG              252,0        4211  423009 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/plexus-component-annotations-1.5.5.jar
java    8870 jenkins  mem    REG              252,0       10940  423018 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven-reporting-api-3.0.jar
java    8870 jenkins  mem    REG              252,0       11791  423013 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/plexus-interactivity-api-1.0-alpha-6.jar
java    8870 jenkins  mem    REG              252,0      562575  422985 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven-core-3.1.0.jar
java    8870 jenkins  mem    REG              252,0      149584  422961 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/aether-util-1.1.0.jar
java    8870 jenkins  mem    REG              252,0      283801  423020 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven-compat-3.1.0.jar
java    8870 jenkins  mem    REG              252,0     1464423  423025 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/jna-platform-4.1.0.jar
java    8870 jenkins  mem    REG              252,0      280515  423035 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/jsch-0.1.54.jar
java    8870 jenkins  mem    REG              252,0       55170  422984 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/wagon-provider-api-2.12.jar
java    8870 jenkins  mem    REG              252,0      136369  422990 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/aether-api-1.1.0.jar
java    8870 jenkins  mem    REG              252,0      708947  423049 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven-plugin.jar
java    8870 jenkins  mem    REG              252,0      163733  423034 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven-model-3.1.0.jar
java    8870 jenkins  mem    REG              252,0       56907  423043 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven-embedder-3.1.0.jar
java    8870 jenkins  mem    REG              252,0      251792  423019 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/plexus-utils-3.0.17.jar
java    8870 jenkins  mem    REG              252,0        6764  423024 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven3-interceptor-commons-1.8.1.jar
java    8870 jenkins  mem    REG              252,0       25332  423021 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/aether-transport-wagon-1.1.0.jar
java    8870 jenkins  mem    REG              252,0       49820  423006 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven-plugin-api-3.1.0.jar
java    8870 jenkins  mem    REG              252,0       35262  422992 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/wagon-http-2.12.jar
java    8870 jenkins  mem    REG              252,0       41123  423014 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/commons-cli-1.2.jar
java    8870 jenkins  mem    REG              252,0        7848  423048 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/jsch.agentproxy.pageant-0.0.9.jar
java    8870 jenkins  mem    REG              252,0       36725  422966 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/aether-connector-basic-1.1.0.jar
java    8870 jenkins  mem    REG              252,0        6596  422975 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/jsch.agentproxy.usocket-jna-0.0.9.jar
java    8870 jenkins  mem    REG              252,0       46708  422987 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven-settings-3.1.0.jar
java    8870 jenkins  mem    REG              252,0       17915  423028 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/wagon-ftp-2.12.jar
java    8870 jenkins  mem    REG              252,0       18333  422976 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/ant-launcher-1.9.2.jar
java    8870 jenkins  mem    REG              252,0       31555  422979 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/wagon-ssh-2.12.jar
java    8870 jenkins  mem    REG              252,0      732765  423038 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/httpclient-4.5.1.jar
java    8870 jenkins  mem    REG              252,0      293671  423041 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/jsoup-1.7.2.jar
java    8870 jenkins  mem    REG              252,0      326020  423042 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/jackrabbit-webdav-2.5.2.jar
java    8870 jenkins  mem    REG              252,0       19339  423031 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven32-interceptor-1.8.1.jar
java    8870 jenkins  mem    REG              252,0        5848  422971 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/jsr250-api-1.0.jar
java    8870 jenkins  mem    REG              252,0       30674  423032 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/aether-spi-1.1.0.jar
java    8870 jenkins  mem    REG              252,0       30094  422972 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/maven-repository-metadata-3.1.0.jar
java    8870 jenkins  mem    REG              252,0       10073  422993 /data/jenkins/plugins/maven-plugin/WEB-INF/lib/doxia-sink-api-1.0.jar
