
 num     #instances         #bytes  class name
 393:           948          22752  org.jenkinsci.plugins.pipeline.modeldefinition.ast.ModelASTValue$GStringValue
 394:           560          22400  java.util.IdentityHashMap
 395:           198          22176  hudson.ClassicPluginStrategy$AntClassLoader2
 396:           550          22000  org.jboss.marshalling.reflect.JDKSpecific$SerMethods
 397:           550          22000  org.jboss.marshalling.reflect.SerializableClass
 398:           915          21960  java.util.Collections$UnmodifiableRandomAccessList
 399:           388          21728  org.codehaus.groovy.ast.expr.ArgumentListExpression
 400:           301          21672  org.codehaus.groovy.ast.FieldNode
 401:          1354          21664  java.util.regex.Pattern$BranchConn
 402:           268          21440  org.jenkinsci.plugins.pipeline.modeldefinition.model.Stage
 403:           191          21392  groovy.lang.MetaClassImpl
 404:           664          21248  org.apache.commons.jexl.parser.ASTStringLiteral
 405:           874          20976  java.util.regex.Pattern$5
 406:           654          20928  org.codehaus.groovy.util.ManagedConcurrentMap$EntryWithValue
 407:          1290          20640  java.util.LinkedHashMap$LinkedKeySet
 408:           338          20280  [Ljava.lang.ref.SoftReference;
 409:           831          19944  net.i2p.crypto.eddsa.math.ed25519.Ed25519FieldElement
 410:           795          19512  [Lorg.codehaus.groovy.ast.Parameter;
 411:          1204          19264  java.util.HashMap$KeySet
 412:           602          19264  sun.reflect.UnsafeObjectFieldAccessorImpl
 413:           792          19008  org.jenkinsci.plugins.pipeline.modeldefinition.ast.ModelASTStep
 414:           791          18984  org.bouncycastle.asn1.ASN1ObjectIdentifier
 415:           464          18560  java.io.BufferedWriter
 416:          1152          18432  com.sun.proxy.$Proxy9
 417:           256          18432  java.util.logging.LogRecord
 418:           965          18416  [Ljava.io.Serializable;
 419:           766          18384  java.util.concurrent.ConcurrentSkipListMap$Node
 420:           766          18384  org.apache.commons.beanutils.BeanIntrospectionData
 421:           228          18240  org.kohsuke.stapler.jelly.StaplerTagLibrary$1
 422:           757          18168  org.apache.commons.jexl.util.introspection.ClassMap
 423:           757          18168  org.apache.commons.jexl.util.introspection.ClassMap$MethodCache
 424:           451          18040  sun.misc.Cleaner
 425:           562          17984  java.lang.ClassValue$Entry
 426:           248          17856  java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask
 427:           439          17560  com.fasterxml.jackson.databind.introspect.AnnotatedMethod
 428:           730          17520  java.lang.invoke.LambdaForm$NamedFunction
 429:           199          17512  hudson.ClassicPluginStrategy$DependencyClassLoader
 430:           432          17280  hudson.util.FormValidation$CheckMethod
 431:           616          17216  [Ljava.time.format.DateTimeFormatterBuilder$DateTimePrinterParser;
 432:           269          17216  java.text.DateFormatSymbols
 433:           269          17216  java.text.DecimalFormatSymbols
 434:           264          16896  java.text.SimpleDateFormat
 435:           419          16760  java.io.ObjectStreamClass$FieldReflectorKey
 436:           259          16576  java.nio.DirectByteBuffer
 437:           518          16576  org.jenkins.ui.icon.Icon
 438:           510          16320  org.apache.commons.jexl.parser.ASTNullLiteral
 439:           676          16224  org.jenkinsci.plugins.pipeline.modeldefinition.ast.ModelASTBuildParameter
 440:           507          16224  sun.nio.fs.UnixPath
 441:          1010          16160  java.util.WeakHashMap$KeySet
 442:           252          16128  org.codehaus.groovy.ast.expr.BinaryExpression
 443:           288          16128  sun.util.calendar.ZoneInfo
 444:           201          16080  java.net.URI
 445:           247          15808  org.codehaus.groovy.ast.expr.PropertyExpression
 446:           975          15600  java.util.regex.Pattern$Dot
